Business ID,Business Name,Submarket,Timezone,Time Now,Google Link,,Initial Contact Number Scrape
,Margarita's Mexican Cantina,Syracuse,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Margarita's%Mexican%Cantina+Syracuse,,"(315) 299-5790, 1000575742"
,Monterrey Mexican Restaurant,"Augusta, GA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Monterrey%Mexican%Restaurant+Augusta,%GA",,"(770) 458-1179, (706) 228-3645, (706) 855-9949"
,True Food Kitchen,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=True%Food%Kitchen+Washington,%D.C",,"4560567023, 1802252772, 1564137254, 5761408114, 7072847408"
,STK Steakhouse,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=STK%Steakhouse+Washington,%D.C",,(202) 301-3791
,Zocalo,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Zocalo+Sacramento,,"3381356455, 1208373353, (916) 252-0303, 7117011459, 1063497627"
,Santucci's Original Square Pizza,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Santucci's%Original%Square%Pizza+Philadelphia,,"9175920067, 2098711392, 9465011521"
,Iron Hill Brewery & Restaurant,"Rehoboth Beach, DE",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Iron%Hill%Brewery%&%Restaurant+Rehoboth%Beach,%DE",,"1221964930, 7841206246, 8253246901, 3385787405, 1571678241"
,Moon Thai & Japanese,Palm Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Moon%Thai%&%Japanese+Palm%Beach,,(718) 975-3606
,Fox & Hound,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Fox%&%Hound+Nashville,,"1236077021, 1235952569, 1811220757, 6358443328, 1236014361"
,Izakaya Ichiban,North Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Izakaya%Ichiban+North%Bay,,(530) 342-8501
,Boulder Tap House,"St. Cloud, MN",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Boulder%Tap%House+St.%Cloud,%MN",,"320-230-0100, (320) 230-0100"
,Sexton’s Pizza,Columbus,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Sexton’s%Pizza+Columbus,,(614) 269-7355
,Father's Office,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Father's%Office+Los%Angeles,,"7292070219, 1158614905, 1718406870, 0515995610, 8961811574, 310.736.2224"
,Claim Jumper,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Claim%Jumper+San%Diego,,(619) 531-7994
,Aurelio's Pizza,Minneapolis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Aurelio's%Pizza+Minneapolis,,(763) 323-1049
,Lucille's Smokehouse Bar-B-Que,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Lucille's%Smokehouse%Bar-B-Que+Sacramento,,"916-780-7427, (916) 780-7427, (818) 346-7427"
,Mariscos El Rey,Denver/Boulder,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Mariscos%El%Rey+Denver/Boulder,,"(720) 379-5821, 1087237018, 1796442744, 720 858 1479, 1449329078, 1397092307, 4849084651, 1221636008"
,Cody's Original Roadhouse,Tampa,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Cody's%Original%Roadhouse+Tampa,,(813) 855-2787
,Mimi's Cafe,St. Louis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Mimi's%Cafe+St.%Louis,,"916-984-4940, (636) 530-4510, 1643061698"
,El Pueblo Mexican Food,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=El%Pueblo%Mexican%Food+San%Diego,,"3049898866, 1208755213, 4675612336, 8657805261"
,Bonefish Mac's Sports Grille,Port St. Lucie,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bonefish%Mac's%Sports%Grille+Port%St.%Lucie,,"772.344.6227, (772) 344-6227"
,Armitage Alehouse,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Armitage%Alehouse+Chicago,,(773) 270-6402
,El Rancho Nuevo,Cincinnati,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=El%Rancho%Nuevo+Cincinnati,,"(513) 755-6418, (513) 737-1888"
,Jojo,Portland,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Jojo+Portland,,"1761143710, 8356178247, 1444707644"
,Candente,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Candente+Houston,,(346) 867-1156
,Takosushi,Greenville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Takosushi+Greenville,,(864) 271-5055
,Water + Flour,Tampa,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Water%+%Flour+Tampa,,(813) 251-8406
,Matt the Miller's Tavern,Indianapolis,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Matt%the%Miller's%Tavern+Indianapolis,,(317) 805-1860
,La Cueva Del Mar,"San Juan, PR","Atlantic Standard Time (AST), no DST",10:27:34 PM,"https://www.google.com/search?q=La%Cueva%Del%Mar+San%Juan,%PR",,"(787) 726-8700, 787-725-8700, 787-726-8700"
,Pacific Catch,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Pacific%Catch+South%Bay,,Not Found
,Jerzee's Sports Grille,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Jerzee's%Sports%Grille+Cleveland,,"2031918108, 4405919555, (330) 456-9977, (215) 572-1105"
,Wingo’s,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Wingo’s+Washington,%D.C",,(202) 878-6576
,Danny Boys Pizza,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Danny%Boys%Pizza+Cleveland,,"4893680337, 5082046380, 7804514582, 1321431952"
,Full Moon BBQ,"Tuscaloosa, AL",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Full%Moon%BBQ+Tuscaloosa,%AL",,"2023071709, (205) 366-3555, (205)-886-9447"
,Jolene's,Honolulu,Hawaii-Aleutian Time (HAT),5:27:34 PM,https://www.google.com/search?q=Jolene's+Honolulu,,"(808) 540-1000, 808.236.1010, 1000640458"
,Peppercorn's Grille & Tavern,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Peppercorn's%Grille%&%Tavern+Boston,,"(909) 866-5405, 4322900075, 9524324552, (508) 752-7711, (516) 931-4002, 1000631070, 8787452318, 4492552838"
,Selland's Market Cafe,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Selland's%Market%Cafe+Sacramento,,"4071872742, 1653694377, 5248693314, 1662239674, 1169443630"
,Las Trojas,Huntsville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Las%Trojas+Huntsville,,"1768802924, (931) 297-5098, (256) 945-7984, 2754878927, 256-852-6381, 2545882452"
,Craft Pita,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Craft%Pita+Houston,,"7064926504, 6803234370, 1048757492"
,Bollo Woodfired Pizza,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Bollo%Woodfired%Pizza+Houston,,(713) 677-0391
,Sedona Taphouse,Richmond,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Sedona%Taphouse+Richmond,,"(804) 967-3500, (804) 545-2498, (703) 520-8277"
,Rose Alley Ale House,Providence,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Rose%Alley%Ale%House+Providence,,"5678945012, (401) 861-0007"
,T-Bones Great American Eatery,New Hampshire,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=T-Bones%Great%American%Eatery+New%Hampshire,,"1066996957, 5501340134, 5956036108, 5944593078"
,Patron Mexican Grill,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Patron%Mexican%Grill+Pittsburgh,,"(412) 441-2111, (724) 741-4455"
,MacKenzie River Pizza,Spokane,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=MacKenzie%River%Pizza+Spokane,,"(509) 315-9466, 509-315-9466, 937-320-2255"
,Serafina,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Serafina+Boston,,"1621679568, 1752586437, 4702295451"
,Blue Sushi Sake Grill,Omaha,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Blue%Sushi%Sake%Grill+Omaha,,"(402) 445-2583, 3021304512, 1013773273, 1045501394, 5669340166"
,Cugino Forno,"Wilmington, NC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Cugino%Forno+Wilmington,%NC",,"6195667755, 910-399-1536, 721938-5056, 7673473409, (910) 399-1536, 721093-5056, 1619639155"
,Hisui Sushi,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Hisui%Sushi+Sacramento,,"(916) 985-7778, 916-985-7778"
,Skinny J's,"Paragould, AR",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Skinny%J's+Paragould,%AR",,"(501) 916-2658, 870-236-8414, (870) 236-2390"
,Sizzler,"Twin Falls, ID",Mountain Time (MT),8:27:34 PM,"https://www.google.com/search?q=Sizzler+Twin%Falls,%ID",,"(208) 733-8650, 1000899661"
,The Eagle,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Eagle+Pittsburgh,,"8353375080, 5239914437, 6166580455, 1098858704, 3365306795"
,Vicious Biscuit,"Wilmington, NC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Vicious%Biscuit+Wilmington,%NC",,"(330) 576-3203, (910) 444-2990, (704) 764-1940"
,Bakersfield,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bakersfield+Pittsburgh,,"396665 1426, (412) 586-5024"
,McMenamins,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=McMenamins+Seattle,,"(206) 285-4722, (206) 285-4339, 9441966692, 4788801975, (206) 223-1698, 5126632868"
,Killen's Barbecue,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Killen's%Barbecue+Houston,,"1052137552, 7824531038, (713) 637-4664, (281) 485-0844, 5555298215, 7648222851"
,Junior's Restaurant,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Junior's%Restaurant+Manhattan,,"1029556763, (212) 302-2000, 9142086033, 1348059952, 4324898687"
,Pubbelly Sushi,Miami,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pubbelly%Sushi+Miami,,"1275259271, 3210495607, 5729628874, 786-899-5043, 1566912697"
,George's Restaurant & Bar,Waco,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=George's%Restaurant%&%Bar+Waco,,"4759909887, 1290922225, 9238975136, 1772650078"
,West Egg Cafe,Atlanta,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=West%Egg%Cafe+Atlanta,,(404) 872-3973
,Gus's New York Pizza,Virginia Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Gus's%New%York%Pizza+Virginia%Beach,,"1179890476, (757) 886-5800, 6053918267, 1683662787, 3961668622, 8794278315"
,JAM Eats (Ellicott City),Baltimore,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=JAM%Eats%(Ellicott%City)+Baltimore,,(410) 750-3115
,Keys Cafe & Bakery,Minneapolis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Keys%Cafe%&%Bakery+Minneapolis,,"2909698901, 1222326278, 530-542-3800, 1491287302, 1581419215, 6403878807"
,YAYOI,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=YAYOI+South%Bay,,"1623931603, 1234675066"
,The Shake Seafood,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Shake%Seafood+Philadelphia,,"(215) 437-1536, 215-878-8983, (267) 886-9926"
,BluFish Sushi,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=BluFish%Sushi+Chicago,,"(847) 720-4479, (847) 272-3474, (847) 720-4315"
,Pizza Shop,Hudson Valley,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pizza%Shop+Hudson%Valley,,"1650654624, 8468701036, 845.565.7467, 9329983042, 2073100379"
,Taquerias Arandas,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Taquerias%Arandas+Houston,,"1500775066, 1784266176, 1677927257, 6224134752, 9031719184, (713) 691-3373"
,Twigs Bistro and Martini Bar,Spokane,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Twigs%Bistro%and%Martini%Bar+Spokane,,"1502253190, 1533282792, 1572359702, 3689246224, 2546281584, 0218646390"
,Cambridge Common,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Cambridge%Common+Boston,,Not Found
,Shogun Japanese Grill & Sushi Bar,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Shogun%Japanese%Grill%&%Sushi%Bar+Houston,,"1213346338, 8129437531, 917-675-7272, 3883795321, 1732579605"
,Hattie B's,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Hattie%B's+Nashville,,"1002501159, 1160842853, 3289486235, 4316924048, 1055750063, 2291745027"
,Page's Okra Grill,Charleston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Page's%Okra%Grill+Charleston,,"1918724660, 9882892742"
,Burgersmith,"Lafayette, LA",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Burgersmith+Lafayette,%LA",,"(337) 252-7220, (337) 504-5015"
,Grand Azteca,Detroit,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Grand%Azteca+Detroit,,"1520932701, 5762608134, 7194640261, 4258319393"
,Vintage Pizzeria,Atlanta,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Vintage%Pizzeria+Atlanta,,(678) 646-0400
,Wings and Rings,Wichita,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Wings%and%Rings+Wichita,,"(316) 999-9464, 316.999.9464"
,Don Cuco Mexican Restaurant,LA Valley,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Don%Cuco%Mexican%Restaurant+LA%Valley,,805.523.2261
,Colton's Steakhouse & Grill,"Warrensburg, MO",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Colton's%Steakhouse%&%Grill+Warrensburg,%MO",,"5464245906, 1785603507, 6724628428, 1175915291"
,Foxtail Coffee Co.,Tampa,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Foxtail%Coffee%Co.+Tampa,,(813) 374-3422
,Johnny's New York Style Pizza,"Valley, AL",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Johnny's%New%York%Style%Pizza+Valley,%AL",,"1471365754, 7517277385, 9490129867, 1558798179, 7165533051, 334-826-0535"
,Los Arcoiris,"Boone, NC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Los%Arcoiris+Boone,%NC",,"4814803739, (828) 264-7770, 3981993035, 1310732696"
,Fujiyama Steakhouse of Japan,Indianapolis,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Fujiyama%Steakhouse%of%Japan+Indianapolis,,"(317)787-7900, (317) 787-7900"
,Aromas Del Peru,Miami,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Aromas%Del%Peru+Miami,,"4405373899, 1638166769, 9483374451"
,Taco Rock,Northern Virginia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Taco%Rock+Northern%Virginia,,"1385349820, 9896507047, 5528842822, 1810608928, 3349435055, (703) 712-7659, 1200730274"
,Alla Vita,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Alla%Vita+Chicago,,"1641223926, (312) 667-0104, 1016541927, 1600462686"
,Nd Asia restaurant & lounge,"Minot, ND",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Nd%Asia%restaurant%&%lounge+Minot,%ND",,(701) 852-1240
,Parktown Pizza Company,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Parktown%Pizza%Company+South%Bay,,408-263-2131
,Luby's,South Texas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Luby's+South%Texas,,"1398277753, 4290740972, (956) 682-3115, 1936913942, 0523439190, 1119642527, (214) 337-0444"
,Just Salad,Queens,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Just%Salad+Queens,,(866) 673-3757
,Fusion Japanese Steakhouse,"Wheeling, WV",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Fusion%Japanese%Steakhouse+Wheeling,%WV",,"304-233-0100, (304) 547-1408, 304-547-1408"
,Olde Brick House,"St. Cloud, MN",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Olde%Brick%House+St.%Cloud,%MN",,"320-774-3770, (320) 774-3770"
,Mellow Mushroom,Virginia Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Mellow%Mushroom+Virginia%Beach,,(757) 916-8900
,Zucker’s Bagels - Fidi,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Zucker’s%Bagels%-%Fidi+Manhattan,,"4285251971, 212-361-9400, (212) 361-9400, 4285251801, 212-671-2400, 4285251798"
,MidiCi The Neapolitan Pizza Company,Salt Lake City,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=MidiCi%The%Neapolitan%Pizza%Company+Salt%Lake%City,,(801) 214-7900
,White Rhino Coffee,Fort Worth,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=White%Rhino%Coffee+Fort%Worth,,(817) 719-1888
,Mamaleh's Delicatessen (Cambridge),Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Mamaleh's%Delicatessen%(Cambridge)+Boston,,(617) 958-3354
,Angelini Osteria & Alimentari,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Angelini%Osteria%&%Alimentari+Los%Angeles,,(323) 297-0070
,Mama Juanita's Mexican Restaurant,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Mama%Juanita's%Mexican%Restaurant+Houston,,"(281) 251-0206, (936) 856-9012, (281) 288-3800, (936) 273-3220"
,Dim Sum Palace,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Dim%Sum%Palace+Manhattan,,"1224454745, 1379944054, 1543878263, 6954498066, 7562914919, 5867136960"
,Jack Stack Barbecue,Kansas City,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Jack%Stack%Barbecue+Kansas%City,,"4970158010, 1770854204, 5051162026, 1471788613, 9068817346"
,Kung Fu Little Steamed Buns Ramen,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Kung%Fu%Little%Steamed%Buns%Ramen+Manhattan,,"4828226785, 4269033616"
,BreWingZ Sports Bar and Grill,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=BreWingZ%Sports%Bar%and%Grill+Houston,,"9699290630, 5728268981, 3386280503"
,OZAKAYA,Brooklyn,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=OZAKAYA+Brooklyn,,"1000741239, (929) 456-3954, (929) 456-5956"
,La laguna mariscos y sushi,South Texas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=La%laguna%mariscos%y%sushi+South%Texas,,"(867)-714-1217, (956) 723-5050"
,Los Moles,North Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Los%Moles+North%Bay,,Not Found
,Los Arcos Mexican Restaurant,Huntsville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Los%Arcos%Mexican%Restaurant+Huntsville,,"(256) 363-0971, 1000769713, (256) 724-7154"
,Himalayan Restaurant,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Himalayan%Restaurant+Chicago,,(312) 877-5999
,Moretti's Ristorante & Pizzeria,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Moretti's%Ristorante%&%Pizzeria+Chicago,,"(847) 885-0400, (847) 397-4200, (847) 744-6114"
,New Wonjo,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=New%Wonjo+Manhattan,,(212) 695-5815
,Honey Berry Pancakes and Cafe,Milwaukee,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Honey%Berry%Pancakes%and%Cafe+Milwaukee,,"2196200436, 1523933407, 7195241002, 7126656776, 5776297420"
,Leo's Pizzeria,Buffalo,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Leo's%Pizzeria+Buffalo,,(716) 674-8888
,Charleston's,Oklahoma City,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Charleston's+Oklahoma%City,,"(405) 778-8868, (405) 681-6686, 9009827844, 7117921524, 1758316090, 9995273657"
,Waterloo Ice House,Austin,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Waterloo%Ice%House+Austin,,"4860456712, 5343731814, 8047969318, 1838797559"
,Mayan Mexican Restaurant,Bellevue,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Mayan%Mexican%Restaurant+Bellevue,,"(360) 456-8222, (425) 531-7206"
,Big Chicken,"Poconos Mountains, PA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Big%Chicken+Poconos%Mountains,%PA",,"(570) 293-9933, 570-293-9933, 661-481-0003"
,Senor Tequila,Little Rock,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Senor%Tequila+Little%Rock,,"1975090299, (501) 868-7642, 1000638603, 6725323116, 4538173550"
,Riko's Pizza,Long Island - Nassau,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Riko's%Pizza+Long%Island%-%Nassau,,"1000572305, (516) 495-4873, 516-495-4873"
,Nacho Daddy,Salt Lake City,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Nacho%Daddy+Salt%Lake%City,,(801) 869-1066
,DeNucci's,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=DeNucci's+Chicago,,(773) 697-8780
,Sweet Cheeks,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Sweet%Cheeks+Boston,,(617) 266-1300
,Hughie's,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Hughie's+Houston,,"4021418293, 5601461629, 1067928499"
,Jake n JOES Sports Grille,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Jake%n%JOES%Sports%Grille+Boston,,"3323821843, 1349448442, 1144700324, 5278347091"
,Hana Sushi LLC,Gainesville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Hana%Sushi%LLC+Gainesville,,"352 877 8899, (352) 877-8899"
,Yak and Yeti Restaurant and Brewpub,Denver/Boulder,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Yak%and%Yeti%Restaurant%and%Brewpub+Denver/Boulder,,"1132147051, 5513691271, 2986983671, 303-431-9000, (303)-751-9443"
,JINYA Ramen Bar,Wichita,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=JINYA%Ramen%Bar+Wichita,,"316-932-9949, (316) 932-9949, 1018820295"
,Main Event,Waco,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Main%Event+Waco,,"1696100595, (254) 256-5600, 1000830782"
,Colada Shop,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Colada%Shop+Washington,%D.C",,"1259671158, 3491316115, 4158132395, 6097185130"
,Jacob's Pickles,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Jacob's%Pickles+Manhattan,,(212) 470-5566
,Glenwood's,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Glenwood's+Washington,%D.C",,"4580948941, 240.582.1000, 1190551946, 1802155180, 1740861944, 002-1002140, 6351583148"
,3 Times,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=3%Times+Manhattan,,"0838189597, 9310549026, 1128686759, (646) 609-6324, 0399104809, (646) 609 3040, 1379057639, 1368144921"
,India's Kitchen,Denver/Boulder,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=India's%Kitchen+Denver/Boulder,,"(303) 755-4284, (303) 488-0101, 4931929704, 6167347776, 1636105402, 8840763137"
,Shrimp Basket,"Tuscaloosa, AL",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Shrimp%Basket+Tuscaloosa,%AL",,"251-216-3223, 1602098163, 205-469-9786, (205) 469-9786"
,Burgatory,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Burgatory+Pittsburgh,,"8101058271, 4690365785, 8936643561, 1611807270, 1017156392"
,Wahoo's  Fish Tacos,Orange County,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Wahoo's%%Fish%Tacos+Orange%County,,"(714) 544-1154, 2696541354, 6879839316, 2041036507, 1201209201, 1010857539, (949) 753-0251, (714) 289-1579"
,Diego's Burrito Factory,"Panama City, FL",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Diego's%Burrito%Factory+Panama%City,%FL",,"(850) 249-7373, (850) 238-8741"
,Wahoo's Fish Taco,Denver/Boulder,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Wahoo's%Fish%Taco+Denver/Boulder,,"(720) 974-7470, 3137797981, 2138792345, (303) 662-8226, 4151155023, (303) 375-5475, 1491024940, 1785456702, 8664280956"
,Bareburger,Westchester,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bareburger+Westchester,,"914-864-0531, 914-949-2900, (914) 949-2900"
,Sampannee,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Sampannee+Washington,%D.C",,(202) 809-5004
,Corner Bistro,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Corner%Bistro+Manhattan,,(212) 242-9502
,Big Woody's,Allentown,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Big%Woody's+Allentown,,"1873784482, 3854698058, 1521738006, 1266825280"
,Olive & Thyme,LA Valley,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Olive%&%Thyme+LA%Valley,,"1835462233, 1713402462, 7834925949, 1233356618, 6100336118"
,Milk & Honey Southern Inspired Kitchen,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Milk%&%Honey%Southern%Inspired%Kitchen+Washington,%D.C",,Not Found
,Matchbox,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Matchbox+Washington,%D.C",,"7714107047, 1550434439, 1530512139, 1549922436, 1599589741, 8899123727"
,Bozzelli's Italian Deli & Pizzeria,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Bozzelli's%Italian%Deli%&%Pizzeria+Washington,%D.C",,"7174452494, (202) 347-6804, 9780961874, 1120446783, 3537417135, (703) 971-2699"
,Hickory Tavern,Raleigh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Hickory%Tavern+Raleigh,,"919.557.2064, (828) 684-0975, (704) 295-9009, (919) 466-7802"
,Gloria's Latin Cuisine,San Antonio,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Gloria's%Latin%Cuisine+San%Antonio,,"210-451-5449, (210) 451-5412, 210-451-5412"
,Double O Grill,Hudson Valley,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Double%O%Grill+Hudson%Valley,,"845-297-7625, (845) 297-7625"
,El Palomar Restaurant,Monterey,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=El%Palomar%Restaurant+Monterey,,"831-372-1032, (831) 372-1032"
